iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,910.7981660366103,2.729338042036617,189.0184348029363,1.8858750353970875,1.2899531876413624,nan,nan
2,1376.6960118326238,0.03675473183078426,354.889243619851,16.950920501419127,0.5435393478107449,nan,nan
3,3933.3431422937438,5.9221984479764505,53.141372533191806,13.837226461354382,0.5397793699100899,nan,nan
4,221.96186181559912,2.2394726867186936,263.57226750129604,19.6023203840313,0.3161269313905965,nan,nan
5,2850.193196432927,9.99413472382887,437.427919673209,3.5994214607635953,0.21322848395387245,nan,nan
6,2031.1010864360935,6.967057211861443,444.6817027655617,7.441672985792682,0.26366758314516237,nan,nan
7,3420.8145709710757,4.699405100029534,140.02892975685526,10.097216612869309,5.57432377999193,nan,nan
8,1638.612247807128,7.7973654080942545,72.244798321204,10.976120381372345,7.984827216170374,nan,nan
9,905.19,2.7489,190.08,1.8804,1.26877683505985,nan,nan
10,910.09,2.7018,189.73,1.8593,1.2542278453918845,nan,nan
11,921.33,2.7464,188.04,1.8859,1.32758612986417,nan,nan
12,909.29,2.7313,191.3,1.8865,1.2317852228319106,nan,nan
13,917.22,2.7577,187.36,1.8737,1.348326796134417,nan,nan
14,921.06,2.7815,189.36,1.8802,1.306918864735956,nan,nan
15,906.44,2.7666,189.7,1.8947,1.2885943008747909,nan,nan
16,908.52,2.7328,190.63,1.8943,1.2502187814662624,nan,nan
17,933.95,2.7145,192.24,1.9024,1.2063196419127704,nan,nan
18,915.08,2.7265,189.9,1.9135,1.2661693148515663,nan,nan
19,903.18,2.7859,187.68,1.8691,1.3464240738855562,nan,nan
20,896.81,2.7733,189.43,1.9195,1.293605739342843,nan,nan
