iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,910.7981660366103,2.729338042036617,189.0184348029363,1.8858750353970875,1.337141196242462,nan,nan
2,1376.6960118326238,0.03675473183078426,354.889243619851,16.950920501419127,0.43720812693210526,nan,nan
3,3933.3431422937438,5.9221984479764505,53.141372533191806,13.837226461354382,0.4255181265672253,nan,nan
4,221.96186181559912,2.2394726867186936,263.57226750129604,19.6023203840313,0.30291444556525415,nan,nan
5,2850.193196432927,9.99413472382887,437.427919673209,3.5994214607635953,0.30454891824506286,nan,nan
6,2031.1010864360935,6.967057211861443,444.6817027655617,7.441672985792682,0.23176186201523122,nan,nan
7,3420.8145709710757,4.699405100029534,140.02892975685526,10.097216612869309,4.9170365483775,nan,nan
8,1638.612247807128,7.7973654080942545,72.244798321204,10.976120381372345,8.368363699379529,nan,nan
9,905.19,2.7489,190.08,1.8804,1.279417145121821,nan,nan
10,910.09,2.7018,189.73,1.8593,1.1122401867438436,nan,nan
11,921.33,2.7464,188.04,1.8859,1.4113370713902469,nan,nan
12,909.29,2.7313,191.3,1.8865,1.200326408190581,nan,nan
13,917.22,2.7577,187.36,1.8737,1.4151920678901095,nan,nan
14,921.06,2.7815,189.36,1.8802,1.3470118057860507,nan,nan
15,906.44,2.7666,189.7,1.8947,1.40928094449139,nan,nan
16,908.52,2.7328,190.63,1.8943,1.287283350894586,nan,nan
17,933.95,2.7145,192.24,1.9024,1.157005393619413,nan,nan
18,915.08,2.7265,189.9,1.9135,1.4181278371977186,nan,nan
19,903.18,2.7859,187.68,1.8691,1.4402310358307222,nan,nan
