iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,2317.2092200807083,2.4953845304278284,281.4576220306463,18.726666725885053,4.727745698103804,0,4.727745698103804
2,2944.68586797264,8.659288543930774,3.1123020534005312,7.102074711828293,7.420948485994695,0,7.420948485994695
3,867.4772641111799,5.021920203141245,133.3469110482346,8.209675856924367,1.8498304552477909,0,1.8498304552477909
4,3160.8534053431654,9.382945122115464,329.5150386834643,4.746449072812677,8.56972131486124,0,8.56972131486124
5,319.53809646449287,4.668356563509074,102.19164965030966,15.074912476084009,0.2593971411160736,0,0.2593971411160736
6,3862.378593884364,3.6610902137336288,439.3617573134775,2.0320277479566693,6.602313250009596,0,6.602313250009596
7,1455.0785648671758,6.303747492479528,395.1836052459358,10.673474048910348,4.502853793806022,0,4.502853793806022
8,1664.830311988013,1.093557995600406,188.0287392048762,17.463925938765094,1.8476017601838524,0,1.8476017601838524
9,320.91,2.6156,252.78,3.4808,0.4390584120410452,0,0.4390584120410452
10,317.44,1.2876,1.0543,18.949,0.5490166014413755,0,0.5490166014413755
11,256.91,2.6725,175.4,18.9,0.22362115725087492,0,0.22362115725087492
12,275.84,0.74788,74.295,20.0,0.4742500035971814,0,0.4742500035971814
13,336.96,1.6317,78.724,20.0,0.1460193228336066,0,0.1460193228336066
14,332.71,1.5696,136.05,19.746,0.06149772223007545,0,0.06149772223007545
