iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,910.7981660366103,2.729338042036617,189.0184348029363,1.8858750353970875,1.0868200710734057,nan,nan
2,1376.6960118326238,0.03675473183078426,354.889243619851,16.950920501419127,0.4652680109030689,nan,nan
3,3933.3431422937438,5.9221984479764505,53.141372533191806,13.837226461354382,0.5655976642002426,nan,nan
4,221.96186181559912,2.2394726867186936,263.57226750129604,19.6023203840313,0.4261578102597691,nan,nan
5,2850.193196432927,9.99413472382887,437.427919673209,3.5994214607635953,0.29085159499841007,nan,nan
6,2031.1010864360935,6.967057211861443,444.6817027655617,7.441672985792682,0.2721343245070237,nan,nan
7,3420.8145709710757,4.699405100029534,140.02892975685526,10.097216612869309,6.335683007695856,nan,nan
8,1638.612247807128,7.7973654080942545,72.244798321204,10.976120381372345,7.984998729462369,nan,nan
9,905.19,2.7489,190.08,1.8804,0.8369876537192107,nan,nan
10,910.09,2.7018,189.73,1.8593,1.0388202761930785,nan,nan
11,921.33,2.7464,188.04,1.8859,1.6010784987960065,nan,nan
12,909.29,2.7313,191.3,1.8865,0.6501794207713785,nan,nan
13,917.22,2.7577,187.36,1.8737,1.9156295711050813,nan,nan
