iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,3514.3319179804503,3.659198961932588,361.94348161296386,17.4503695542408,8.217965490547508,0,8.217965490547508
2,1089.2094786167747,5.527060581163374,242.47595164394357,19.81704792042829,2.918135094213977,0,2.918135094213977
3,2449.791833191518,4.871769115943648,462.77570478527525,12.048014054051635,6.896243434462838,0,6.896243434462838
4,409.7138486792345,8.059036667921976,88.79685575079742,2.4116594651045067,0.3245406861687818,0,0.3245406861687818
5,880.5877216776514,0.8222385007432443,419.44882612224046,7.056298812462932,1.3536399035043898,0,1.3536399035043898
6,2869.4749514872624,6.561375202757256,165.6041239329246,9.109504853585896,7.421501245490642,0,7.421501245490642
7,3126.069180856136,9.974886469993997,266.12945692134116,14.062731541410399,9.138250457896904,0,9.138250457896904
8,1522.7664995634493,1.7111468086176833,44.46432825242337,3.835317536744183,1.566287552144424,0,1.566287552144424
9,549.25,4.6447,30.039,1.0,0.2821889697248491,0,0.2821889697248491
10,531.59,0.75862,58.072,5.2189,0.33088851073522596,0,0.33088851073522596
11,670.77,2.3463,48.871,10.534,0.5988914423410773,0,0.5988914423410773
12,616.73,2.1918,36.841,1.6469,0.13009378871773963,0,0.13009378871773963
13,579.62,0.91055,120.44,2.2859,0.1402036477840176,0,0.1402036477840176
14,650.66,0.78148,161.7,2.0716,0.07156417532335217,0,0.07156417532335217
15,790.81,0.77501,157.65,1.2649,0.20728414187471284,0,0.20728414187471284
16,781.7,0.40583,164.48,3.0017,0.12660285932619536,0,0.12660285932619536
