iteration,cp_lh_0,cp_lh_1,cp_lh_2,cp_lh_3,cp_lh_4,cp_lh_5,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,499.4661802638156,342.63776170426854,292.89776678489744,32.47578966048366,21.49004606597931,177.9694406482304,365.8021217424077,6.607804953179731,1.6648553231774648,0.15525316670670336,1.7142739410015486
2,701.2545212156522,560.8039402424364,661.0766383888508,176.57294169087066,81.21973575153557,280.7856377290158,69.46748104714631,17.050540647899876,1.3913817485200284,0.09217469142254364,1.4207218640557642
3,192.87389713445722,75.69729010844858,694.0487002461883,807.2643021658472,344.3099228898011,515.9765723080365,411.65337998839294,3.0026661759814415,0.1444286017048569,0.09554360835292319,0.17484107680526456
4,76.33180451447164,681.8097721590078,13.159465039636741,684.8958022958757,669.2021185643595,739.9900706359915,59.97842375662415,1.2172183616554486,0.1266708002131554,0.09565567158216673,0.15711894614730895
5,860.9916622221327,943.2764929238767,181.8890821168439,740.7586307253799,549.925027386929,110.02418995937927,192.98829874581924,5.551540358981399,2.1696637707093624,0.09953743100658095,2.201347519044094
6,686.1862262641591,758.1061904440753,879.5514173682748,603.4658264543782,198.99119351864468,835.8790251717778,163.14816097604228,13.001553515880937,0.2214844273815213,0.11353410824913654,0.25762345645628215
7,511.95585675916834,875.9205694951235,832.5943683963266,483.5847849514827,485.90587516239196,5.162367152945178,234.74017134564056,18.590289284734094,0.556605990621839,0.11988955326937079,0.5947680206776379
8,436.7879157389559,129.5633096368477,467.11105895762967,984.8464278537799,892.640371531558,402.5099296709362,459.7109384577069,8.496657414205004,1.0668351981117665,0.0960857316045045,1.0974202364026826
9,885.2137672739459,594.321015572672,941.5413891360563,866.5480446331455,311.54580656293786,440.8607660597137,147.25137498229262,11.708545869974827,1.1180373971160744,0.09144930988999492,1.147146616538745
10,575.4188841438605,390.45256329581537,593.0833119629712,878.1349777193165,706.9797391802217,964.6727325979883,265.8431901771847,9.687918446586833,1.5110663944804605,0.0922937448509933,1.540444405899456
11,344.60970425837587,49.82230160649287,367.70219389743573,551.6963421586839,397.82803752486586,578.5405569517014,110.75962173759538,11.184639350408098,2.1421913866054507,0.15698355808900907,2.1921608051134895
12,146.5144406575587,278.96860719469186,540.7870912065368,388.29445180661065,831.0164214569007,810.0813840677096,312.90304280624787,7.882598331259402,3.232578362079098,0.19537827756194376,3.2947691993726256
13,25.901949607318585,204.49245219942983,777.1239479107438,268.2111049519363,765.0228859180978,212.24157697435174,27.020694803598833,15.385248619057755,1.064300633891278,0.09169220401297208,1.093487168914588
14,265.543723313624,481.9651833017334,223.69588703808296,247.79044818758595,566.2354396798173,637.2980492163487,498.95392133303767,4.420354619532894,1.610420479575661,0.14306919248304423,1.6559608179513456
15,969.606662513371,705.9430718140263,414.23629097971553,373.68538960300543,988.3888161920733,359.4161288299879,282.78375227099417,19.259574879860402,1.651398175852507,0.09236768656963679,1.680799723651548
16,792.0421341328183,839.2736693443345,76.57208729679287,90.23922477392581,175.02886189990423,933.1981276824486,381.83822010274713,14.08722158768857,0.41937688807033124,0.09468284491361972,0.44951537365834304
17,601.52,528.19,695.78,170.22,11.845,274.44,72.854,17.239,1.5651330710490774,0.09419623114100195,1.5951166626625117
18,676.86,523.43,698.07,163.61,45.55,296.2,72.359,16.891,1.7738650201562434,0.09241376493101416,1.8032812351532501
19,817.42,550.09,341.56,0.91178,5.5164,319.56,60.269,18.43,0.3195134426298105,0.098795330097018,0.3509609729084823
20,770.47,568.19,16.342,3.1854,874.13,828.71,29.538,16.98,1.8190121182357795,0.09870993048832573,1.8504324649747284
21,785.06,535.72,461.82,182.79,7.6207,324.45,70.012,19.153,2.75747226873871,0.09516130574734233,2.7877630531402473
22,757.06,215.97,512.36,6.7273,31.234,33.72,53.246,18.839,2.168290075761205,0.1710223776083748,2.2227281893126083
23,761.84,543.27,474.86,104.56,8.1979,314.05,77.646,18.919,2.351652641368323,0.09110112786000066,2.3806510310086546
