iteration,cp_lh_0,cp_lh_1,cp_lh_2,cp_lh_3,cp_lh_4,cp_lh_5,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,993.9967672936566,847.9801693058996,701.3923489725693,26.432566995723874,573.2367489702397,973.9540566087137,143.8066172065448,14.142442585654662,1.1198231623168948,0.09264011215471854,1.149311425872917
2,538.3778167986175,974.1847433749612,231.44525688347352,69.51550993920854,952.7033284270376,629.9198634027375,21.421465610906615,9.286056900699156,0.2873420214022491,0.09786823520267562,0.3184944482106213
3,928.7874189944675,403.90941559253923,394.8278435628041,926.0561221184469,157.9088279397279,573.1888215292877,98.24406929913287,4.336984612821533,0.2608204011574247,0.0969503389668395,0.2916806525194393
4,383.57184631450696,694.3729567637591,775.4637018727683,662.5693606507784,436.34353928657913,868.5765751227678,255.53887254995217,1.2534230138301936,0.6313590669055227,0.12077171849449735,0.669801898873727
5,17.466790797316417,554.5645442570499,653.4539414800206,854.8381951713048,215.7059538526771,522.5482710164636,53.81159823601482,13.976717697266478,0.10153521090490243,0.18145118718255934,0.1592929176448966
6,465.73916924166684,315.057959715831,865.990043898747,983.7050225932428,739.0476900728446,759.2521867049531,341.51688663766157,5.735812811284316,2.348977127287553,0.09333185593853698,2.378685579728671
7,587.7538048634585,889.2006501309223,34.661460643896234,462.6047206819182,309.85187364129985,322.2135406700056,384.6313161275096,7.849964641047709,2.2615997102793464,0.09169255097241928,2.2907863557432786
8,818.8252141401136,758.0053447632006,604.832690107231,430.3139193743757,22.488117076348978,915.4033836977045,310.95403335442154,3.2513143870197143,1.570447124361438,0.0981900830148417,1.6017019985102692
9,670.7965973328887,97.08541449201606,896.0561494446765,693.1559845594701,658.6887799301945,414.1345522010987,361.25257631479997,17.686503089407356,2.573518911292775,0.1473944158530495,2.6204360110270857
10,286.5421028227961,126.93655952231097,174.97477646093876,166.28825924006475,492.3726684866615,103.08397394209837,411.1382374461855,17.477957845217908,2.4397747655473876,0.15888879928528146,2.4903506411637646
11,724.2898949728564,588.4521033108559,454.6011624488741,353.76355322595407,901.8552015868839,136.34279444025958,240.28998462124866,11.158017506707333,1.636268655287172,0.2247120323472983,1.7077967167277688
12,323.8515622074568,37.452564511771236,338.1211841872361,585.1457690188611,68.36936649659117,273.75869320426995,465.5233192021666,19.674721228973443,2.673475235500061,0.1571959997852595,2.723512276300254
13,218.60404623824016,461.2928697628559,514.5219064899817,795.1462706227431,329.2295376360348,57.22894901512772,195.3291272772048,15.419148291889524,0.9892789547475601,0.13897222102689957,1.0335151866053411
14,93.06118194669655,203.36899343251343,265.715168155575,255.7332490031703,867.942294345967,749.9917888658392,89.31308581092891,5.831837014542729,0.36704501081265617,0.09577263488166976,0.3975303873213622
15,132.9964331013964,278.02784685001734,124.37771704356939,502.6811203772795,550.2756357829431,192.48026673198052,488.594014892343,12.238586017637589,3.0018421885814606,0.18962618127612801,3.062202076760932
16,755.6834392456512,657.6494810830252,947.96579830246,228.460210350213,767.5623955531571,453.9228256036905,159.27786182447565,9.70115921925196,1.2321498660905255,0.09239280748530548,1.261559410125374
17,4.1329,580.43,667.33,860.35,230.43,631.12,87.188,8.8923,0.2778885140263004,0.09233733985410766,0.3072804021657754
18,74.206,479.04,668.56,863.01,1.7036e-05,737.34,0.55188,11.36,0.43908198980325425,0.11866106847172031,0.47685298100293455
19,0.42122,570.13,652.95,874.27,220.4,971.13,72.995,8.5866,0.23715446649155206,0.09320763379439655,0.2668233777961069
