iteration,cp_lh_0,cp_lh_1,cp_lh_2,cp_lh_3,cp_lh_4,cp_lh_5,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,860.9916622221327,943.2764929238767,181.8890821168439,740.7586307253799,549.925027386929,110.02418995937927,192.98829874581924,5.551540358981399,1.0713786916676313,0.09626211426525075,1.1020198743032144
2,686.1862262641591,758.1061904440753,879.5514173682748,603.4658264543782,198.99119351864468,835.8790251717778,163.14816097604228,13.001553515880937,1.0682840673135583,0.09152892865383028,1.0974186301758833
3,499.4661802638156,342.63776170426854,292.89776678489744,32.47578966048366,21.49004606597931,177.9694406482304,365.8021217424077,6.607804953179731,1.868359858805269,0.09245236221739267,1.89778835970011
4,76.33180451447164,681.8097721590078,13.159465039636741,684.8958022958757,669.2021185643595,739.9900706359915,59.97842375662415,1.2172183616554486,0.2941386096294901,0.12252820535682779,0.33314054873092613
5,344.60970425837587,49.82230160649287,367.70219389743573,551.6963421586839,397.82803752486586,578.5405569517014,110.75962173759538,11.184639350408098,0.39328824654514627,0.0943486408390888,0.423320351672232
6,192.87389713445722,75.69729010844858,694.0487002461883,807.2643021658472,344.3099228898011,515.9765723080365,411.65337998839294,3.0026661759814415,2.1304914912968984,0.09977617907661232,2.1622512355026284
7,792.0421341328183,839.2736693443345,76.57208729679287,90.23922477392581,175.02886189990423,933.1981276824486,381.83822010274713,14.08722158768857,2.3597711483186012,0.0932166801874974,2.3894429391795144
8,701.2545212156522,560.8039402424364,661.0766383888508,176.57294169087066,81.21973575153557,280.7856377290158,69.46748104714631,17.050540647899876,0.0872499360749629,0.09455812292757071,0.11734872142179081
9,511.95585675916834,875.9205694951235,832.5943683963266,483.5847849514827,485.90587516239196,5.162367152945178,234.74017134564056,18.590289284734094,1.5911398960592233,0.1882264132473905,1.6510542242367834
10,265.543723313624,481.9651833017334,223.69588703808296,247.79044818758595,566.2354396798173,637.2980492163487,498.95392133303767,4.420354619532894,2.9387313144120144,0.09569597884684258,2.9691922905469994
11,575.4188841438605,390.45256329581537,593.0833119629712,878.1349777193165,706.9797391802217,964.6727325979883,265.8431901771847,9.687918446586833,1.933907661304321,0.09251159723458191,1.9633550172907412
12,146.5144406575587,278.96860719469186,540.7870912065368,388.29445180661065,831.0164214569007,810.0813840677096,312.90304280624787,7.882598331259402,2.115140465743527,0.09254159374558332,2.1445973699159504
13,25.901949607318585,204.49245219942983,777.1239479107438,268.2111049519363,765.0228859180978,212.24157697435174,27.020694803598833,15.385248619057755,0.18992254128716093,0.0992917670725128,0.22152809236299995
14,885.2137672739459,594.321015572672,941.5413891360563,866.5480446331455,311.54580656293786,440.8607660597137,147.25137498229262,11.708545869974827,0.9907837769977433,0.11555226360564348,1.0275652048743351
15,969.606662513371,705.9430718140263,414.23629097971553,373.68538960300543,988.3888161920733,359.4161288299879,282.78375227099417,19.259574879860402,2.1698395828229655,0.22856954681912467,2.2425955292560418
16,436.7879157389559,129.5633096368477,467.11105895762967,984.8464278537799,892.640371531558,402.5099296709362,459.7109384577069,8.496657414205004,3.173833516904826,0.17640202307875152,3.229984024793614
17,770.47,568.19,16.342,3.1854,874.13,828.71,29.538,16.98,0.23579303507877614,0.10059411203854572,0.2678131354325251
18,757.06,215.97,512.36,6.7273,31.234,33.72,53.246,18.839,0.2742023417007981,0.10105419755080378,0.3063688918215888
19,676.86,523.43,698.07,163.61,45.55,296.2,72.359,16.891,0.07574416739136482,0.09542623118045314,0.10611928017736295
20,601.52,528.19,695.78,170.22,11.845,274.44,72.854,17.239,0.04991295238489553,0.18788740850728908,0.1097193720022181
21,785.06,535.72,461.82,182.79,7.6207,324.45,70.012,19.153,0.039003291334199004,0.09444448513451618,0.06906590464805357
22,761.84,543.27,474.86,104.56,8.1979,314.05,77.646,18.919,0.027722938668737162,0.09445367012931949,0.057788475657242155
