iteration,cp_lh_0,cp_lh_1,cp_lh_2,cp_lh_3,cp_lh_4,cp_lh_5,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,499.4661802638156,342.63776170426854,292.89776678489744,32.47578966048366,21.49004606597931,177.9694406482304,365.8021217424077,6.607804953179731,1.7419197518112461,0.10867266612181246,1.7765113357957694
2,701.2545212156522,560.8039402424364,661.0766383888508,176.57294169087066,81.21973575153557,280.7856377290158,69.46748104714631,17.050540647899876,1.3203751007383224,0.09230842965131869,1.3497577864744381
3,192.87389713445722,75.69729010844858,694.0487002461883,807.2643021658472,344.3099228898011,515.9765723080365,411.65337998839294,3.0026661759814415,0.2669793766555262,0.09438336068170006,0.29702253345176177
4,76.33180451447164,681.8097721590078,13.159465039636741,684.8958022958757,669.2021185643595,739.9900706359915,59.97842375662415,1.2172183616554486,0.12059857393483107,0.09501914495001104,0.1508441071491502
5,860.9916622221327,943.2764929238767,181.8890821168439,740.7586307253799,549.925027386929,110.02418995937927,192.98829874581924,5.551540358981399,2.1324470849339807,0.09969528215682215,2.1641810788503797
6,686.1862262641591,758.1061904440753,879.5514173682748,603.4658264543782,198.99119351864468,835.8790251717778,163.14816097604228,13.001553515880937,0.2986522616472917,0.11277151855191647,0.3345485508823255
7,511.95585675916834,875.9205694951235,832.5943683963266,483.5847849514827,485.90587516239196,5.162367152945178,234.74017134564056,18.590289284734094,0.6308634710572831,0.12005059741222295,0.6690767630558639
8,436.7879157389559,129.5633096368477,467.11105895762967,984.8464278537799,892.640371531558,402.5099296709362,459.7109384577069,8.496657414205004,1.0746613920339958,0.09622388686077205,1.10529040650881
9,885.2137672739459,594.321015572672,941.5413891360563,866.5480446331455,311.54580656293786,440.8607660597137,147.25137498229262,11.708545869974827,0.9601058489301366,0.09113677719736651,0.9891155861069878
10,575.4188841438605,390.45256329581537,593.0833119629712,878.1349777193165,706.9797391802217,964.6727325979883,265.8431901771847,9.687918446586833,1.338914585713887,0.09230436549909153,1.36829597779017
11,344.60970425837587,49.82230160649287,367.70219389743573,551.6963421586839,397.82803752486586,578.5405569517014,110.75962173759538,11.184639350408098,2.2596693018029224,0.22640513416275118,2.3317362942896938
12,146.5144406575587,278.96860719469186,540.7870912065368,388.29445180661065,831.0164214569007,810.0813840677096,312.90304280624787,7.882598331259402,3.2047300954319344,0.18037424419178674,3.2621450005711092
13,25.901949607318585,204.49245219942983,777.1239479107438,268.2111049519363,765.0228859180978,212.24157697435174,27.020694803598833,15.385248619057755,0.8983979444221137,0.0922522586351085,0.9277627503684528
14,265.543723313624,481.9651833017334,223.69588703808296,247.79044818758595,566.2354396798173,637.2980492163487,498.95392133303767,4.420354619532894,1.6167591785767814,0.15729626619096004,1.666828135165161
15,969.606662513371,705.9430718140263,414.23629097971553,373.68538960300543,988.3888161920733,359.4161288299879,282.78375227099417,19.259574879860402,1.4790061111281123,0.0921076471538903,1.508324885810324
16,792.0421341328183,839.2736693443345,76.57208729679287,90.23922477392581,175.02886189990423,933.1981276824486,381.83822010274713,14.08722158768857,0.399282532384637,0.1449168611277636,0.44541100195632766
17,601.52,528.19,695.78,170.22,11.845,274.44,72.854,17.239,1.6551655381317378,0.0940183082819458,1.6850924951401565
18,676.86,523.43,698.07,163.61,45.55,296.2,72.359,16.891,1.6702768846282106,0.0924966704688571,1.699719489277532
19,817.42,550.09,341.56,0.91178,5.5164,319.56,60.269,18.43,0.2751514312331846,0.10195092348944276,0.30760341808544145
